Gene1	Gene2	EdgeWeight
EIF5A	NXPH1	1
SLC35B3	KDM6A	1
CRISPLD1	RHPN1	1
1500005C15RIK	RRAS	1
KLC4	UNC93B1	1
APBB1	GNPDA1	1
ZRANB1	GABRD	1
DSE	GM37968	1
TMEM185A	MEAK7	1
ACAA2	KCNG1	1
IGSF10	AI506816	1
NOD1	GPR68	1
EIF3A	KCNQ1OT1	1
SAMD9L	SPPL2B	1
MAN2B2	CD27	1
GM40309	ASB8	1
RCSD1	ELANE	1
RANGAP1	GFPT2	1
MTHFD1	IDH1	1
PHB2	GM14636	1
NUDT9	ADAM22	1
COMT	RBAK	1
ETF1	NSUN3	1
SLC35A4	SIGLECG	1
GFI1B	AW549877	1
TRAFD1	TFF2	1
FCNB	PNCK	1
BOC	POU2AF1	1
IFI27	TGFBR2	1
SH3TC2	CRY2	1
DHX35	BBS1	1
IGKV5-39	GM37342	1
UMPS	RUNX1T1	1
AMPD3	PLIN3	1
SELP	NCKAP1	1
MS4A2	IL1RAP	1
TEX38	CEP70	1
MSN	PSMD5	1
EFHC2	D930020B18RIK	1
OSGIN2	SERPINB6A	1
HDAC10	ZDHHC6	1
LTB4R1	GM16758	1
GM17259	GM37320	1
TFG	SLAMF6	1
ICA1L	ACSS2	1
CTR9	BHLHB9	1
HARS	SEC14L1	1
HMGB3	GM15448	1
ZFP768	INTS6	1
TFPI	PHC3	1
CDCA5	PKP2	1
MANNR	SMIM5	1
TXK	VNN1	1
CATSPERG1	ICA1L	1
VPS9D1	DLL1	1
TMX1	ARL8B	1
DHX32	CYBB	1
MAST3	LMCD1	1
DECR1	MAMDC4	1
GM11282	ITPR2	1
BHLHE40	SLC22A3	1
GDAP2	ZFP160	1
GALNT6	PCSK7	1
PRSS34	PRKG1	1
PLEKHA7	MKS1	1
FBLN5	MTR	1
HDAC9	ADAM8	1
FAH	AFG3L2	1
CHST2	PLXNC1	1
SKINT3	HEY2	1
UPRT	AHRR	1
HAAO	ZFP873	1
CDC7	ZBTB40	1
XRCC5	ETFBKMT	1
UMPS	B3GNT5	1
GM43533	IGHV1-81	1
OSBPL5	TMEM37	1
FNDC4	TTC21B	1
CHCHD2	SGMS2	1
PLCB4	SLC16A2	1
ODC1	CTSO	1
MAPK9	NXPE2	1
GM9889	TRP53BP1	1
PPP1R9A	RAPGEFL1	1
TACC1	SLC39A4	1
MGAT5	GSS	1
FBXL20	SPINT1	1
FAM76B	CAND2	1
PXYLP1	TNFSF4	1
CCDC93	NSD2	1
MON1A	GDA	1
MTM1	TMEM273	1
KDM4C	AZIN1	1
TNFRSF21	ZFP184	1
MORC3	MINDY3	1
ZFP977	GM16364	1
1700029J07RIK	SESN1	1
TTPA	FAM118A	1
GM37447	MARCH6	1
AFF3	IL15	1
TMEM68	TIFA	1
MAOB	KIZ	1
RAB44	KMT5B	1
CD276	LRP12	1
FAM160B2	COLQ	1
MDFIC	RAB27B	1
CITED4	ZFP783	1
ZFP979	CLEC1B	1
CKAP5	SARDH	1
SEC22A	GALNT7	1
MINDY4	CDK18	1
SELENON	QRFP	1
RHAG	CD83	1
ITGA2B	TNS2	1
ZSCAN18	NDC80	1
GUCD1	TECPR1	1
TNFSF4	CAPN7	1
NDC1	IGKV1-135	1
RANBP1	VPS39	1
ZKSCAN14	MPDZ	1
KLHL6	DCUN1D4	1
PLAC8	GM19331	1
MORN4	DAPP1	1
ITGA2B	ZFP84	1
UBA7	TXNRD2	1
NAE1	CUL4A	1
BPIFB5	SLC25A5	1
MIS18BP1	CLEC1A	1
POLE	CAR8	1
SEMA3D	BLK	1
AGRN	TRIM62	1
LAMP2	PRSS57	1
MDN1	BEND4	1
KNL1	ADAMTS6	1
CLTC	PAK3	1
XRCC5	FZD8	1
LRRC14	CD96	1
ZFP931	PQLC2	1
CCNE2	SLC30A10	1
PIK3IP1	CMAH	1
TOM1L1	GALNT7	1
ELP3	TMEM67	1
OASL1	POLA2	1
ZKSCAN6	RLF	1
EIF4EBP1	4930431P03RIK	1
DNAJC10	CUL4A	1
RBM33	MLH3	1
PRDX6	ZFP563	1
TACC1	ZDHHC6	1
GCSAM	SSTR2	1
USP37	EAF1	1
LY9	N4BP2L1	1
KLF1	FUT7	1
RASAL3	NLRC5	1
STT3A	SLC35F6	1
NUS1	GM37124	1
NUDT9	KHNYN	1
MCPT8	SELP	1
SLCO4A1	5730409E04RIK	1
PROKR1	USP15	1
TLR3	GM37718	1
ABCD2	CTC1	1
EFR3A	NRP2	1
H6PD	ZFP839	1
IGKV3-9	REPIN1	1
BATF2	ARHGAP1	1
USP46	SEMA3D	1
OLFM5	CD52	1
ZCCHC12	MTMR14	1
ADK	TSPOAP1	1
NAA30	KLF3	1
DUSP18	RUVBL2	1
SYNJ2	FGFRL1	1
IGLC1	DTX3L	1
GCH1	S1PR2	1
VMAC	LY86	1
WFDC21	ZFP273	1
ZFP263	CCNF	1
BAG2	ISG20	1
TLR2	SRC	1
TOX	TMEM135	1
NOL4L	HEPACAM2	1
ARC	PRPF39	1
TOP3B	CTPS2	1
MYO5C	SEMA3D	1
GFPT2	ARHGAP1	1
RNASE6	ZDHHC17	1
GM4951	IGKC	1
EHHADH	REXO2	1
2510009E07RIK	CDK17	1
C130013H08RIK	CAR9	1
F630028O10RIK	GM43466	1
GM5141	GEMIN5	1
ARMCX5	EPAS1	1
BTBD19	TIMP3	1
MBTPS1	CYB5R1	1
MANEA	BAZ2B	1
ABI1	NEAT1	1
VAMP1	GLIS2	1
CD3G	JAK3	1
BTNL10	DKC1	1
ABHD17B	PRSS30	1
SH2D4A	GYS1	1
EIF2B1	RETREG2	1
NDE1	RPGRIP1L	1
SLC25A37	WFDC2	1
ZFP810	SPO11	1
FLT3	4632404H12RIK	1
SCRN3	MFSD4B5	1
ARHGAP27	IGHV1-5	1
GALNS	SLC45A3	1
SH2D4A	LCP2	1
HDAC11	PSAP	1
GM38082	PGR	1
APPL1	FCHO2	1
GM37262	ZFP932	1
AI987944	CTSW	1
PRIM1	GM37342	1
GM37124	ENTPD3	1
PVR	CD82	1
SGTA	MFSD8	1
PLOD1	SHKBP1	1
PCDHB4	GM42480	1
ENTPD5	PDCL	1
OSBPL8	ANKRD33B	1
SLC25A53	ZFYVE28	1
CHAMP1	PECAM1	1
PSME4	IGHV1-74	1
9330198I05RIK	MXD3	1
MYCN	ACOT9	1
IGHV1-69	BTK	1
GM17322	NUDT11	1
ITGB2	FYB2	1
ECT2	TIFA	1
GRB7	TAS1R3	1
CD300A	ASB5	1
GM10605	TAPBPL	1
TMEM88	GBP2	1
RANBP3	RBPMS	1
EPOR	RO60	1
GM26917	LGALS8	1
SPRY1	TXNRD2	1
ZFP783	ABR	1
S100A10	TRIM32	1
NUDT19	TXK	1
GM37183	FBXO30	1
NAT8F4	GM43769	1
CD74	PSAP	1
MIER2	RCBTB1	1
SP100	LANCL3	1
ZFP831	WDR41	1
IDH3A	ANXA5	1
PCDHGA2	EEF1AKNMT	1
ADSL	ZSWIM4	1
RELB	TMEM97	1
SLC35F2	ZFP445	1
FAAH	ZFP239	1
RPN2	MAP9	1
GCDH	SDHA	1
INTS11	ZMYM2	1
IL18BP	GPKOW	1
1110008L16RIK	SLC16A2	1
TTPAL	LIPC	1
SLC26A2	STX5A	1
CHAMP1	PRDX2	1
DHX40	ZFP953	1
NMD3	GM37052	1
NSD2	ZFP24	1
SNAP23	CYB5R1	1
SEC23IP	NXPE2	1
GM12250	SPCS3	1
TMEM14C	MAN2A2	1
SLIT1	ASB3	1
RAB27B	ATP1A3	1
HSPA8	NCKAP1	1
PAPSS2	ZSCAN12	1
SF3B3	SLC30A10	1
PDIA4	TNPO1	1
MOV10	CAMK2B	1
SLC46A3	MTM1	1
ADD2	CNR2	1
ANKRD50	LCP2	1
GPR173	CAMP	1
LGMN	BTLA	1
PRKAB2	TMEM176B	1
PHAX	HERC6	1
ANKRD33B	RETREG1	1
AEBP1	E2F8	1
COLGALT1	AKR1C19	1
SMPD4	VPS33B	1
HSPD1	CERS4	1
CSF3R	SLFN5	1
IGHV1-76	GDI1	1
BIRC3	GM37205	1
TGM2	FMR1NB	1
OSBPL8	TINAGL1	1
THUMPD1	KCTD12B	1
DTL	DLL1	1
NEK1	INO80D	1
CRLF3	DCUN1D4	1
SORT1	ZFP599	1
KIF18A	TAF7L2	1
DSE	METTL27	1
PSEN1	ORC5	1
ZBTB4	ENG	1
DCAF12L1	ADCK1	1
GOLPH3L	PARD6B	1
PRDM16	ZFP677	1
MAPK12	TIE1	1
MYL10	THSD1	1
TIFA	ELF4	1
ALAS1	HGSNAT	1
ASPH	CCL5	1
ACCS	RETREG3	1
TRIM23	CHST14	1
MCM3	CISH	1
TEC	TANGO2	1
MR1	AREG	1
CAR9	GM37675	1
ERGIC1	GALK2	1
ZFP184	RPL41	1
1700066M21RIK	BBS9	1
IGKV14-111	IL17RB	1
KIDINS220	FRRS1	1
CLDN13	GM26603	1
ABCB10	APH1B	1
VPS4B	ARHGEF17	1
DYNLT3	MAN1C1	1
GM37186	ELAC2	1
TSPYL3	GM16794	1
SMAD4	DDIT4L	1
GFM1	GRAMD1C	1
CPNE8	GM17590	1
KCND1	SUSD1	1
TBC1D8B	RNASEL	1
CERS4	MCFD2	1
IFNGR1	NAB1	1
MKS1	2900092N22RIK	1
KBTBD7	ARMCX2	1
CD9	ATP8A1	1
GLIPR2	RNF185	1
6720464F23RIK	LIMK2	1
FNIP1	RCBTB1	1
ABI1	WDR20	1
NUDT4	TUBA4A	1
ZKSCAN8	LIPH	1
ZFP783	FOXJ2	1
GALNT4	CADPS2	1
SUPV3L1	MORC3	1
PHF8	ZFP287	1
PPP2R1B	SERPINA3F	1
CYB5R1	2810013P06RIK	1
PMPCA	ZFP354B	1
CDH23	AKTIP	1
ZBTB20	SHISA5	1
GALNT4	MAP3K2	1
PAQR9	DNASE1L3	1
OSBPL5	ANAPC4	1
STAP1	NFAT5	1
GPR173	6330403L08RIK	1
BUB1B	LGALS3BP	1
MEF2C	IGLC2	1
OLFR631	GM43389	1
STOX1	HPGD	1
CLCN5	MTMR14	1
MCM5	FAAH	1
9330175E14RIK	HINFP	1
TMEM164	ZFP951	1
TNFRSF9	NUDCD3	1
CLPTM1L	RUBCNL	1
FAM168B	FAM126A	1
FAM8A1	LRPAP1	1
NDC1	DNAJC9	1
PRKCQ	CD9	1
FAM102A	RAP1B	1
NUSAP1	NUCB2	1
TMEM150A	ZC4H2	1
MMP8	ANAPC4	1
ABR	PLPP3	1
OBSL1	GPC1	1
ROBO1	CLCN3	1
TM9SF2	ADAM19	1
ZFP655	CABLES2	1
CMAH	ITCH	1
BRMS1L	MAOB	1
ZDHHC15	TOR3A	1
HID1	CCL28	1
LRIG3	PTPN22	1
ZFP41	NCAPH	1
2810013P06RIK	UCKL1	1
SLC30A5	KIF22	1
DOCK11	SLAMF7	1
ORC5	PHF6	1
FMNL2	SPTB	1
EAF1	PPP1R3B	1
UBE2CBP	GPR160	1
MAMLD1	NDUFB9	1
CHD9	VAMP5	1
RXRG	NIF3L1	1
STAM2	SNX32	1
1700028E10RIK	H2-EB2	1
HAT1	NDN	1
CYC1	RPL39L	1
PRKCH	KANK3	1
ZFYVE27	STARD7	1
CTSW	CDCA3	1
RAB19	AFF3	1
MORN4	ERRFI1	1
UROD	DYNC1LI2	1
PROCR	ZFP971	1
TUBA4A	TCIRG1	1
NAA50	CCDC102A	1
GM42617	LGALS3	1
CARF	PROCR	1
SHISA5	USP40	1
RGS2	SLFN9	1
NATD1	LRRC75A	1
STEAP3	SLFN4	1
PWWP3A	GM4759	1
TSPAN33	ITGB5	1
TOR3A	GM21738	1
RHCG	VKORC1L1	1
DUBR	ATP8A1	1
LAMP2	FUCA2	1
MCM5	TRIM5	1
RMND5B	ARHGAP19	1
GPCPD1	WSCD2	1
STXBP4	GM42514	1
INO80D	ZFP429	1
SLC35A4	SH3GL3	1
ABCG3	TEC	1
SGMS1	IGLC2	1
SLCO4A1	RPGR	1
CTSG	SNAI3	1
MUC13	TOR1AIP2	1
PPME1	ZFP239	1
PML	PPP4R4	1
SLC41A3	P2RY1	1
CACFD1	NCKAP1L	1
HID1	RBM44	1
RNASE12	SPIC	1
GM37968	DYNLL1	1
INSL6	UBL4A	1
DIS3L	EOGT	1
TBXA2R	KIT	1
GSTM4	ASPM	1
PDE1B	RBL2	1
CXCR6	RNF135	1
MSL3L2	SPTBN1	1
UTP4	USP48	1
ADGRG1	FAM171B	1
FAM187B	CUL2	1
NOTCH1	CTPS	1
CLDN4	WDR62	1
ERLIN2	POR	1
CDK1	EIF3A	1
GLB1L	SPI1	1
LPIN2	SDCBP2	1
RUBCNL	SFT2D3	1
H2-AB1	MAP9	1
ABL2	SFT2D2	1
WDR78	GLRX5	1
SLC25A5	RPS6KA6	1
GM42963	MGAT5	1
FICD	CTR9	1
NMRK1	STAG2	1
ACCS	AW146154	1
NXPE2	LBP	1
FKBP1A	MS4A2	1
DPY19L3	HPS6	1
RAMP2	INHBA	1
TMEM176B	VIPR1	1
RAPGEFL1	PALLD	1
SPP1	LIN7C	1
TAB3	CLIC4	1
RRM1	ARID2	1
GM43692	GOSR2	1
CAST	KYNU	1
CNN2	PRICKLE3	1
PPID	PTGER4	1
PLAG1	MIPOL1	1
ASPH	AP1M1	1
CLEC5A	ABLIM1	1
BTNL10	MILR1	1
PWP1	RAB32	1
ZSCAN22	PIMREG	1
RAB40C	SLC35F2	1
SYTL4	TUBGCP3	1
MIER2	PPM1M	1
ZFP84	PRSS50	1
OCIAD2	CLDN13	1
NT5DC1	DEPP1	1
IMMT	FMR1NB	1
NFAM1	TERT	1
PDE12	NCAPH	1
AKAP8L	KHNYN	1
GARS	PAQR5	1
SNX24	ITGB3	1
SYNRG	6720489N17RIK	1
JAM3	ZFP974	1
MAP3K2	UBE2E2	1
TMEM229B	MTERF2	1
ATP5G3	RNASE12	1
6720464F23RIK	PCSK7	1
ZSCAN29	HAGH	1
PKIB	EBF1	1
INPP5J	CYP4B1	1
HSF2BP	OSGIN2	1
QARS	PADI4	1
KLHL4	KCNIP4	1
MROH1	PPP1CB	1
ZFP873	HNF1B	1
DDX58	GPRC5B	1
WDHD1	PIM2	1
CCNB2	OTUD4	1
SLC25A44	CAR9	1
PRKX	CERS5	1
TAF1A	ENTPD5	1
SERPINA3N	HSD3B7	1
GM10384	ZFP143	1
B3GALNT2	TALDO1	1
TCIRG1	DCAF13	1
HECTD3	ZFP943	1
ZFP157	STX7	1
ICT1OS	SLC19A3	1
TAF12	PAQR8	1
ZFP658	RAB37	1
NEK9	GAB1	1
CTSS	FGF15	1
CSF2RB2	ZFP867	1
TCF19	WDR20	1
MYOG	C77080	1
EXD2	FNDC3A	1
LGALS8	TTC17	1
USP25	1500005C15RIK	1
YPEL3	SHTN1	1
TCRG-C1	COX6A1	1
ZFP322A	SH2D5	1
CD68	HID1	1
PCDHGA9	RHBDF1	1
RPS6KC1	ERLIN1	1
VNN1	LY9	1
LY6D	TCF7	1
WSCD1	KCTD20	1
ZFP605	SLC35G1	1
SIGLECH	FLNA	1
TWSG1	PTCD3	1
MYH10	RBM44	1
ABCD2	PTP4A3	1
SNAPC3	LRRC29	1
GM28277	ALOX5	1
SERPINB6A	API5	1
HEATR5A	GGTA1	1
EEPD1	E2F6	1
GALNT3	TRAF1	1
DIP2B	ZFP607B	1
MSANTD4	ARRDC4	1
FOXO1	ZFP563	1
HBB-BT	LRRN4	1
JAM3	TIMP2	1
ZFP764	GABBR1	1
RHOT1	ARHGEF39	1
NGLY1	TERF2IP	1
UGCG	GPD1L	1
EGR2	PRAG1	1
MTERF2	KRBA1	1
NDUFS1	TECPR1	1
UBIAD1	GABRD	1
TNFRSF13B	SCARF1	1
RAB27B	DRAM2	1
MUC5B	WFDC21	1
TALDO1	F5	1
STAMBPL1	FBXW11	1
APH1B	GM42576	1
PDE4B	TMEM88	1
ESCO2	PLD4	1
GPC1	SUN1	1
FARSB	PRKCQ	1
DGKA	CX3CL1	1
4921507P07RIK	GGTA1	1
FOXRED1	GM17590	1
SMAD4	SMIM10L2A	1
PBLD2	PIK3IP1	1
NKG7	ZFP931	1
ZFP456	FUT4	1
NFXL1	STK25	1
TCTN3	COL5A1	1
TMC6	IGHV1-69	1
4732440D04RIK	ZFP930	1
H1F0	WDR55	1
TMEM245	ZMIZ1	1
GPR68	DYNC1I1	1
WDR75	GM6377	1
MANNR	SLC19A3	1
MTM1	ANKRD44	1
RHOF	MOB3C	1
CDS2	PRUNE2	1
RUBCNL	BATF3	1
SDC2	CRY2	1
AK4	ENDOD1	1
HCRTR1	SERPINA3G	1
KDM8	NRP2	1
GPM6B	CDK1	1
USP11	MYO7A	1
SLC34A2	PRPS2	1
4632404H12RIK	GRAP	1
PLK2	ENDOD1	1
PSMD7	SGCB	1
SLC12A2	CDCA5	1
PTPN22	IGSF10	1
S100A10	COA5	1
CHAMP1	CERS5	1
NFKBIE	GCNT2	1
ZFP760	NR1H3	1
PDE4DIP	CLDN4	1
NUP107	PLEKHB1	1
GRINA	NKG7	1
RANBP9	DENND3	1
KDM6A	SYT3	1
PSMD7	RNF139	1
RABGGTB	IL17RA	1
PLAC8	6720489N17RIK	1
EZR	MFSD6	1
USP46	C1RL	1
E030030I06RIK	GSR	1
MIB2	VDAC1	1
ANXA2	HEY2	1
P2RY12	GANC	1
NEDD1	MLH3	1
IGLL1	PRODH	1
ARC	DDX58	1
PDZPH1	HDAC11	1
CYP11A1	ARHGAP18	1
POGK	HSDL1	1
FEM1B	EFNA1	1
SLC46A3	PDE4D	1
RHBDD1	GUF1	1
TMEM268	PRPF4	1
GLCE	WDR41	1
KCND1	REXO4	1
OSGIN1	GM43727	1
RDH10	TUBA8	1
GM16231	CHST2	1
XPC	TNFSF8	1
WSCD1	SLBP	1
TENT5A	ADGRE1	1
MAMDC2	SUSD1	1
GMCL1	ZFP24	1
KDM3A	ARSK	1
FBXL5	CRPPA	1
PAPSS2	TXK	1
GJA6	LONP1	1
RPGR	OLFR1258	1
RPAP1	RNF125	1
CCL9	ZFP120	1
P2RX1	SPNS2	1
GM16638	TPP1	1
GORAB	4833407H14RIK	1
CCND3	ZFP382	1
GM43692	SUPT7L	1
SLC20A1	TRIM26	1
RNASE12	MS4A2	1
EVC	9530082P21RIK	1
CTSC	TMEM184C	1
ATP6AP1	CCDC158	1
FSD1	GM8995	1
SPC25	MPRIP	1
TGTP2	RAVER2	1
9330175E14RIK	TGFBR1	1
SLC43A1	ZFP760	1
AI597479	PFKFB3	1
AIF1L	TOX2	1
SPACA6	NLRC3	1
IGSF10	MAMDC4	1
PDGFD	ZFP951	1
TEK	PTPN6	1
CASC4	MAMDC2	1
TCF7	P2RY10B	1
ANXA1	DDX4	1
KCNK5	MLH3	1
MCF2	ABCC10	1
COA5	ADORA2A	1
HABP4	CPT1A	1
C1RL	KIF3C	1
GLRX5	GEMIN5	1
TXNRD2	GRN	1
ZFP932	TFF2	1
SHMT1	JMJD4	1
ERCC4	RNF31	1
GPX1	CSF3R	1
LAX1	JAM3	1
MCM10	RXRG	1
GM15564	NRROS	1
ICA1	ARHGEF17	1
GDF15	SLC34A2	1
HABP4	WARS	1
PDGFB	TBC1D5	1
TNFSF4	HIST1H2BC	1
OAS1A	DEK	1
RPGR	MPP4	1
ANAPC2	NDE1	1
DYNC1LI2	ELOVL5	1
CD24A	TBC1D9B	1
PWP1	FZD4	1
SPNS3	SLC2A10	1
BIRC2	CCDC137	1
GM37124	ZFP810	1
BHLHB9	NAIP5	1
RAN	GPR157	1
GALNT6	RNF24	1
GOLPH3L	MCPT8	1
TCAM1	GNG12	1
CKAP5	TTPAL	1
ZFP182	TRDMT1	1
PORCN	VAMP5	1
CD69	GPSM1	1
VIPR2	NEK9	1
IKBKE	CTPS2	1
ANGPTL2	COPS8	1
STRAP	GPSM1	1
CDC6	EMCN	1
TRIM12A	CEACAM1	1
LY86	ZFP182	1
IL17RE	DCK	1
8430419K02RIK	LBHD1	1
FZD1	NOXA1	1
ZBED4-PS1	AZIN1	1
CNOT10	NCAPG	1
IGHJ4	GM43149	1
AP1G2	PUS7	1
LRCH3	PTCD3	1
ABHD16A	IL7	1
URB2	SSR1	1
CPTP	PLEKHA7	1
RNF115	GM37909	1
ZFP518A	GABRD	1
DMTF1	LIN7C	1
LGALSL	MAN2A2	1
SPRYD4	DDOST	1
ID3	ZBTB43	1
MKRN3	ADAMTSL5	1
ZFP61	CAV2	1
GM37033	ETFBKMT	1
PRR5	CCT7	1
GM42611	GMPS	1
THA1	PIGG	1
HPCAL1	FAM110C	1
LIN28B	CKAP2L	1
ZFP932	FEM1A	1
KIZ	ANKRD63	1
CERS6	IFITM6	1
TLR1	METTL8	1
FER	SFMBT2	1
HPN	P2RX1	1
TAF9B	1600020E01RIK	1
MGRN1	LPCAT2	1
NFE2	AW549877	1
HBB-BT	SIKE1	1
MGAT5	PDZPH1	1
ZFP558	FNIP1	1
BC002059	TMEM38A	1
PLEKHA1	PSMD3	1
PSMG2	CHL1	1
RPS27L	PDP1	1
SSR1	AFF4	1
RHBDF1	C230062I16RIK	1
SLC7A8	LHCGR	1
FGF3	SLFN4	1
SRBD1	ZCCHC24	1
ABR	PSKH1	1
TFG	SLC12A7	1
TMEM38A	FZD1	1
MFAP3L	NAA30	1
HYOU1	WFDC18	1
IGHV11-2	ATP2B4	1
PTGS1	MPL	1
WSCD2	PFKP	1
ADAM11	TCF12	1
CELA1	AW549877	1
SPATA2L	ZFP790	1
ZRANB1	D1ERTD622E	1
PBX3	SAMD9L	1
PARD3B	CAR2	1
PSME3	LMCD1	1
EXOC6B	PQLC1	1
LEMD3	SMUG1	1
SSR2	MIOS	1
RXRG	SLC41A3	1
CLIC5	EPB42	1
GNA14	FHL1	1
CLEC2I	GM12216	1
PATL1	ART4	1
4933404O12RIK	AI504432	1
TNFRSF9	KLHL28	1
CHUK	TAF9B	1
SLC26A11	NOL4L	1
ZFP976	TEK	1
INTS4	TOM1L1	1
VCAM1	UROD	1
ZC3H7A	SLC25A44	1
IKBKB	GSPT2	1
PIGA	LONRF3	1
CYP11A1	NEDD1	1
SULT1A1	IGLC2	1
PLBD2	WSB1	1
DENND3	MTMR7	1
PRKAB1	CD55	1
FNDC3A	UBXN11	1
C230062I16RIK	WFDC18	1
PA2G4	CNP	1
IL10RA	DUSP16	1
TARS	PAK3	1
PSMD3	SLIT1	1
FUCA2	ST6GALNAC4	1
THEM7	PITPNC1	1
9230109A22RIK	GM36930	1
YES1	ARXES1	1
GNA14	SCAPER	1
BACE2	PDGFRB	1
VMAC	KLRK1	1
GATM	TOM1L2	1
TRIQK	OTUD6B	1
NEK8	TRMT2B	1
PSMC4	SAMHD1	1
SERINC1	HOOK3	1
GM37320	CACNA1B	1
DENND1C	VAV3	1
NEU3	TMEM176A	1
ORAI2	GM43359	1
CTSH	GCA	1
TMEM50B	CD276	1
AMPD3	MRPL20	1
CRNKL1	SERPINA3G	1
SPCS3	CRISP3	1
PRPS1	BC016579	1
PSMF1	HGSNAT	1
CALY	THA1	1
GM37569	CYP51	1
CD274	MAPK8IP3	1
THTPA	GM37314	1
RASAL3	TUBA1B	1
HDX	OAS1A	1
TCRG-C4	SMTNL1	1
LGALS8	EPSTI1	1
GM13461	LYN	1
GM40309	BPIFB5	1
GDAP2	GM14403	1
CELA1	UBR7	1
EPHB6	OAS1A	1
LZTR1	ZFP1	1
RNF219	MIGA2	1
HGFAC	C1RL	1
POT1A	JMJD4	1
PSMA8	ADO	1
RRM2	ZFP870	1
ZFP839	NFATC1	1
MAOB	EPAS1	1
PLK1	SLC4A3	1
LAPTM5	DOCK11	1
6720489N17RIK	SLC52A2	1
PXK	KIT	1
PSMC4	GM10419	1
ZFP995	SFMBT2	1
TCF7	LPXN	1
TM7SF3	DIS3L	1
ZFP932	CABLES2	1
KCNH7	SNX24	1
ZBP1	UNK	1
JPT1	TCTN2	1
ZFP583	TPCN2	1
FBXL13	FASTKD2	1
SLC25A29	RANBP6	1
UPP1	CRYBG1	1
TGFBR1	SOX18	1
CD55	GLB1L	1
HBA-A2	RASA3	1
KMO	ZFP119B	1
ITPRID2	4930525G20RIK	1
SLC43A1	SNX10	1
TRP53I11	ELAC2	1
ZFP951	2810029C07RIK	1
HP	SESN1	1
GM17354	UBAC1	1
UQCRFS1	UBA2	1
PAK3	HSD17B7	1
ST14	FAM185A	1
MAPK9	DSG2	1
DUSP16	ORC6	1
SP4	RASSF2	1
ANO10	LAX1	1
CDCA7	ADO	1
OAT	NDN	1
UBAC1	IFI208	1
ITPR2	THBD	1
MS4A3	GM37205	1
RPN2	UROS	1
ITIH5	ZFP974	1
PCSK7	GCH1	1
GM14226	KCNK1	1
GM11282	TRBC1	1
1700066M21RIK	TXN2	1
NAGLU	BRAF	1
PLEKHA8	GM26575	1
TMEM123	DHX40	1
ADGRG3	SLC41A1	1
IL7R	NT5C2	1
NSMAF	ANXA6	1
MAN1A	MBNL3	1
ABCF3	CDCA8	1
IRGM1	MAPK14	1
ZFP947	CYTH3	1
GM43696	KLHL28	1
MYO5A	TIFA	1
HNF4A	ZAP70	1
PCNA	RBAK	1
ANGPT1	RAMP2	1
GM37909	PLIN3	1
HECTD3	IGSF6	1
NATD1	OSBPL2	1
LEMD3	HIP1	1
TRIM3	RIPK2	1
HOMEZ	SCML4	1
ZFP248	ZFP977	1
AEBP1	CDH1	1
DUS1L	ZKSCAN14	1
ZFP143	JAML	1
SFT2D3	REPIN1	1
GM28373	ADAMTS10	1
CYSLTR1	PFKFB2	1
CKS2	IL10RA	1
GM20682	CCT7	1
ZFP36	ANKRD27	1
ATG16L2	PRKACB	1
TEK	DUSP18	1
ZUP1	MAP2K3	1
MIER2	DHFR	1
MKS1	GM42611	1
SPIB	BTLA	1
SLC22A18	ADORA2B	1
MYSM1	PLPP2	1
UAP1L1	L2HGDH	1
ABCA4	LRIF1	1
TERF2IP	ITGB5	1
RHOT1	GGTA1	1
NOD1	SFT2D2	1
PRKAA2	DGAT2	1
MYL10	F10	1
TMEM176A	UNC93B1	1
DNASE1L1	COX7A2	1
CRYBG1	SNX10	1
SLC31A2	ABI1	1
SDSL	MDM2	1
AI987944	TMEM128	1
GNA13	GTF2F1	1
KBTBD13	PPP1R15A	1
ALG9	SHISA8	1
5830405F06RIK	ZUP1	1
ZFP35	ABL1	1
C530050E15RIK	PHETA2	1
PDP1	PPAT	1
PGLYRP2	MAGED2	1
SHCBP1	JPT2	1
ZFP951	DYNLL1	1
NDOR1	PHETA2	1
FKBP14	ANKRD16	1
SLFN4	KCTD12	1
FAM107B	GM37569	1
BICDL1	GIMAP1	1
GM12185	SAMHD1	1
MORC3	KLHL25	1
EZH1	RRAD	1
IFI47	BCO2	1
LY86	MTMR4	1
PIRB	ASF1B	1
NOD1	CORO7	1
IPCEF1	TSPAN12	1
RAP1GAP2	RPS27L	1
ACOT9	PLEKHA1	1
A430106G13RIK	TBC1D8	1
ZFP11	BTAF1	1
FBXO34	ZCCHC24	1
PHB2	NFAM1	1
PKM	GHR	1
PRUNE2	STXBP1	1
FHL1	PRG3	1
INTS4	TMEM241	1
PCDHGA9	RABGGTB	1
IGHV8-8	GM43123	1
SCAMP1	QRFP	1
CPT1A	HMOX1	1
SPNS2	HAT1	1
ATRN	ATG7	1
SLC35A5	ATP6V0E2	1
CAPN5	UROS	1
GM43294	CCNA2	1
NGLY1	DGAT2	1
SPTB	MLKL	1
RMND5B	AMOT	1
TNIP3	RAB19	1
RCN2	RPS6KA6	1
ASB2	HSPA4	1
MON2	UTP4	1
RANBP17	DHRS1	1
NFKBIE	E430018J23RIK	1
CPXM1	MAU2	1
WDR73	PKD2	1
TMEM229B	HDGFL3	1
WIPF3	ATG4B	1
PRKAB2	BC002059	1
